timestamp,value,anomaly_score,raw_score,label,S(t)_standard,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate
2024-01-24 12:22:31.000000,192,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:31.000000,176,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:33.000000,143,1.0,1.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:33.000000,205,1.0,1.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:33.000000,144,0.030102999665900007,0.47499999404,0,-0.11,-0.22,-0.11
2024-01-24 12:22:33.000000,204,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:33.000000,203,0.030102999665900007,0.375,0,-0.11,-0.22,-0.11
2024-01-24 12:22:33.000000,197,0.030102999665900007,0.324999988079,0,-0.11,-0.22,-0.11
2024-01-24 12:22:33.000000,193,0.030102999665900007,0.0750000029802,0,-0.11,-0.22,-0.11
2024-01-24 12:22:33.000000,143,0.030102999665900007,0.0250000003725,0,-0.11,-0.22,-0.11
2024-01-24 12:22:34.000000,198,0.030102999665900007,0.20000000298,0,-0.11,-0.22,-0.11
2024-01-24 12:22:34.000000,145,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:34.000000,287,1.0,0.774999976158,0,-0.11,-0.22,-0.11
2024-01-24 12:22:34.000000,143,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:34.000000,143,0.030102999665900007,0.34999999404,0,-0.11,-0.22,-0.11
2024-01-24 12:22:34.000000,518,1.0,0.550000011921,0,-0.11,-0.22,-0.11
2024-01-24 12:22:36.000000,198,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:43.000000,143,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:43.000000,205,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:43.000000,204,0.030102999665900007,0.125,0,-0.11,-0.22,-0.11
2024-01-24 12:22:43.000000,143,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:43.000000,143,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:43.000000,144,0.030102999665900007,0.15000000596,0,-0.11,-0.22,-0.11
2024-01-24 12:22:43.000000,145,0.030102999665900007,0.0250000003725,0,-0.11,-0.22,-0.11
2024-01-24 12:22:43.000000,143,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:43.000000,203,0.030102999665900007,0.0250000003725,0,-0.11,-0.22,-0.11
2024-01-24 12:22:43.000000,197,0.030102999665900007,0.0250000003725,0,-0.11,-0.22,-0.11
2024-01-24 12:22:43.000000,200,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:45.000000,200,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:53.000000,203,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:53.000000,201,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:53.000000,197,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-01-24 12:22:53.000000,204,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
